state,state_abb,fips,year,year_frac,law_class,law_class_subtype,handguns_or_long_guns,age_for_minimum_age_laws,length_of_waiting_period_days_handguns,additional_context_and_notes,discrepancies,law_id
Ohio,OH,39,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,OH1057
Ohio,OH,39,2024,1,prohibited possessor,dvro ex parte : expanded,handgun and long gun,NA,NA,"This law allows for the judge's discretion about whether to bar the defendant from owning, possessing, or purchasing firearms.",NA,OH1058
Oklahoma,OK,40,2024,0,carrying a concealed weapon (ccw),prohibited,handgun,NA,NA,NA,NA,OK1003
Oklahoma,OK,40,2024,0,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,OK1004
Oklahoma,OK,40,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,OK1005
Oklahoma,OK,40,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,OK1006
Oklahoma,OK,40,2024,1,castle doctrine,stand your ground,handgun and long gun,NA,NA,NA,NA,OK1007
Oklahoma,OK,40,2024,1,child access laws,"intentional, reckless, or knowing provision",handgun and long gun,NA,NA,NA,NA,OK1009
Oklahoma,OK,40,2024,1,minimum age,youth possession,long gun,18,NA,NA,NA,OK1011
Oklahoma,OK,40,2024,0,minimum age,youth possession,handgun,18,NA,NA,NA,OK1012
Oklahoma,OK,40,2024,1,minimum age,purchase and sale,handgun,18,NA,NA,NA,OK1013
Oklahoma,OK,40,2024,1,minimum age,purchase and sale,long gun,18,NA,NA,NA,OK1014
Oklahoma,OK,40,2024,1,open carry,license required,handgun,NA,NA,NA,NA,OK1017
Oklahoma,OK,40,2024,1,minimum age,youth possession,handgun,18,NA,NA,NA,OK1025
Oklahoma,OK,40,2024,1,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun,NA,NA,The person may be granted relief from the disqualifying disability pursuant to Section 1290.27 of this title.,NA,OK1027
Oklahoma,OK,40,2024,1,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,NA,NA,NA,NA,OK1031
Oklahoma,OK,40,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,OK1035
Oklahoma,OK,40,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,OK1036
Oklahoma,OK,40,2024,0,waiting period,federal,handgun,NA,5,"In general, the waiting period applies only in states without an acceptable alternate system of conducting background checks on handgun purchasers. The interim provisions of the Brady Law became effective on February 28, 1994, and ceased to apply on November 30, 1998.",NA,OK1040
Oklahoma,OK,40,2024,1,waiting period,federal,handgun,NA,NA,NA,NA,OK1041
Oklahoma,OK,40,2024,1,firearm removal at scene of domestic violence,required,handgun and long gun,NA,NA,NA,NA,OK1042
Oklahoma,OK,40,2024,1,firearms in college/university,public and private : CCW not allowed,handgun,NA,NA,"Current exceptions for vehicles and authorized property. When passed, CCW exception for individuals with permission of president of college or university.",NA,OK1043
Oklahoma,OK,40,2024,1,firearms in college/university,public and private : possession prohibited,handgun,NA,NA,"Initially pased as Ch. 25, Secs. 2, 7 in 1890.  Applied to pistols and revolvers, in any ""school room or other place where persons are assembled for…educational or scientific purposes."" Reference to college and university facility added in 1995 amendment.",NA,OK1044
Oklahoma,OK,40,2024,1,firearms in college/university,public and private : possession prohibited,long gun,NA,NA,"21 Okl.St.Ann. § 1272 amended to refer ""and other offensive and defensive weapons."" Reference to college and university facility added in 1995 amendment.",NA,OK1045
Oklahoma,OK,40,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,"Exceptions: 2. A municipality may adopt any ordinance:

a. relating to the discharge of firearms within the jurisdiction of the municipality, and

b. allowing the municipality to issue a traffic citation for transporting a firearm improperly as provided for in Section 1289.13A of this title, provided, however, that penalties contained for violation of any ordinance enacted pursuant to the provisions of this subparagraph shall not exceed the penalties established in the Oklahoma Self-Defense Act.",NA,OK1047
Oklahoma,OK,40,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,OK1050
Oklahoma,OK,40,2024,1,local laws preempted by state,comprehensive - punitive,handgun and long gun,NA,NA,"Exceptions: 2. A municipality may adopt any ordinance:

a. relating to the discharge of firearms within the jurisdiction of the municipality, and

b. allowing the municipality to issue a traffic citation for transporting a firearm improperly as provided for in Section 1289.13A of this title, provided, however, that penalties contained for violation of any ordinance enacted pursuant to the provisions of this subparagraph shall not exceed the penalties established in the Oklahoma Self-Defense Act.",NA,OK1051
Oklahoma,OK,40,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,OK1052
Oklahoma,OK,40,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,OK1053
Oklahoma,OK,40,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,OK1054
Oklahoma,OK,40,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,OK1055
Oregon,OR,41,2024,1,background checks,private sales : point of sale,long gun,NA,NA,NA,NA,OR1001
Oregon,OR,41,2024,1,background checks,sales from dealer,handgun,NA,NA,NA,NA,OR1003
Oregon,OR,41,2024,1,background checks,sales from dealer,long gun,NA,NA,"ORS 166.412 language amended to change ""handgun dealer"" to ""gun dealer"" as of 1/1/2019.",NA,OR1005
Oregon,OR,41,2024,0,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,Not certain that the correct year is 1973. Worth looking further.,NA,OR1006
Oregon,OR,41,2024,1,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,OR1007
Oregon,OR,41,2024,1,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,OR1008
Oregon,OR,41,2024,1,minimum age,youth possession,long gun,18,NA,Not sure about the effective date.,NA,OR1011
Oregon,OR,41,2024,1,minimum age,purchase and sale,long gun,18,NA,Unclear what year this law was first implemented.,"Vernick and Hepburn (2003) say handguns, about all firearms. BD: subsection (3) lists exceptions: (3) Subsection (1)(a) of this section does not prohibit:







   (a) The parent or guardian, or another person with the consent of the parent or guardian, of a minor from transferring to the minor a firearm, other than a handgun; or







   (b) The temporary transfer of any firearm to a minor for hunting, target practice or any other lawful purpose.



",OR1012
Oregon,OR,41,2024,0,waiting period,general,handgun,NA,5,NA,NA,OR1017
Oregon,OR,41,2024,0,waiting period,general,handgun,NA,15,NA,NA,OR1018
Oregon,OR,41,2024,1,waiting period,general,handgun,NA,NA,NA,NA,OR1019
Oregon,OR,41,2024,1,background checks,private sales : point of sale,handgun,NA,NA,NA,NA,OR1021
Oregon,OR,41,2024,1,minimum age,youth possession,handgun,18,NA,Not sure about the effective date.,NA,OR1025
Oregon,OR,41,2024,1,minimum age,purchase and sale,handgun,18,NA,Unclear what year this law was first implemented.,"Vernick and Hepburn (2003) say handguns, about all firearms. BD: subsection (3) lists exceptions: (3) Subsection (1)(a) of this section does not prohibit:







   (a) The parent or guardian, or another person with the consent of the parent or guardian, of a minor from transferring to the minor a firearm, other than a handgun; or







   (b) The temporary transfer of any firearm to a minor for hunting, target practice or any other lawful purpose.



",OR1026
Oregon,OR,41,2024,1,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,NA,NA,Includes commitments after criminal trials.,NA,OR1028
Oregon,OR,41,2024,1,prohibited possessor,mental health : committed to mh facility,handgun and long gun,NA,NA,Includes commitments after criminal trials.,NA,OR1029
Oregon,OR,41,2024,0,prohibited possessor,dvro,handgun and long gun,NA,NA,"This law allows for the judge's discretion about whether to bar the defendant from owning, possessing, or purchasing firearms.",NA,OR1030
Oregon,OR,41,2024,1,prohibited possessor,erpo : ex parte,handgun and long gun,NA,NA,NA,NA,OR1031
Oregon,OR,41,2024,1,prohibited possessor,erpo : expanded,handgun and long gun,NA,NA,NA,NA,OR1032
Oregon,OR,41,2024,1,prohibited possessor,dvro : expanded,handgun and long gun,NA,NA,"In 2013, OR added a firearm surrender requirement to this law.",NA,OR1033
Oregon,OR,41,2024,1,prohibited possessor,mental health : committed to mh facility : outpatient,handgun and long gun,NA,NA,NA,NA,OR1037
Oregon,OR,41,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,OR1040
Oregon,OR,41,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,OR1041
Oregon,OR,41,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,OR1045
Oregon,OR,41,2024,1,firearms in college/university,public and private : possession prohibited,handgun,NA,NA,NA,NA,OR1048
Oregon,OR,41,2024,1,firearms in college/university,public and private : CCW allowed,handgun,NA,NA,Oregon University System is allowed to ban CCW in specific areas of campus. https://policy.oregonstate.edu/policy/firearms,NA,OR1049
Oregon,OR,41,2024,1,firearms in college/university,public and private : possession prohibited,long gun,NA,NA,NA,NA,OR1050
Oregon,OR,41,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,"Exceptions: Or. Rev. Stat. Ann. §§ 166.172: (1) A city may adopt ordinances to regulate, restrict or prohibit the discharge of firearms within the city's boundaries; 166.173: (1) A city or county may adopt ordinances to regulate, restrict or prohibit the possession of loaded firearms in public places as defined in ORS 161.015.   166. 175:  

(1) Notwithstanding any other provision of law, a city may continue to regulate the purchase of used firearms by pawnshops and secondhand stores.",NA,OR1052
Oregon,OR,41,2024,1,child access laws,safe storage,handgun and long gun,NA,NA,NA,NA,OR1055
Oregon,OR,41,2024,1,firearm removal at scene of domestic violence,required,handgun and long gun,NA,NA,NA,NA,OR1056
Oregon,OR,41,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,OR1057
Oregon,OR,41,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,OR1059
Oregon,OR,41,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,OR1060
Oregon,OR,41,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,OR1061
Oregon,OR,41,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,OR1062
Oregon,OR,41,2024,1,required reporting of lost or stolen firearms,lost and stolen firearms,handgun and long gun,NA,NA,NA,NA,OR1063
Oregon,OR,41,2024,1,background checks,extra time,handgun,NA,NA,Waiting period is indefinite until background check is complete,NA,OR1065
Oregon,OR,41,2024,1,background checks,extra time,long gun,NA,NA,Waiting period is indefinite until background check is complete,NA,OR1066
Pennsylvania,PA,42,2024,1,background checks,sales from dealer,handgun,NA,NA,NA,NA,PA1003
Pennsylvania,PA,42,2024,1,background checks,sales from dealer,long gun,NA,NA,NA,NA,PA1005
Pennsylvania,PA,42,2024,0,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,NA,NA,PA1006
Pennsylvania,PA,42,2024,1,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,PA1007
Pennsylvania,PA,42,2024,0,castle doctrine,expanded 1,handgun and long gun,NA,NA,NA,NA,PA1008
Pennsylvania,PA,42,2024,1,castle doctrine,stand your ground,handgun and long gun,NA,NA,"Pennsylvania's Stand Your Ground law includes a stipulation that the attacker must display a lethal weapon, such as a firearm, or a replica, in order to justify lethal force and eliminate duty to retreat. While this may limit the use of Stand Your Ground in courts, we include it because it completely removes a person’s duty to retreat in all locations in certain contexts.",NA,PA1009
Pennsylvania,PA,42,2024,1,child access laws,"intentional, reckless, or knowing provision",handgun and long gun,NA,NA,NA,NA,PA1010
Pennsylvania,PA,42,2024,0,dealer license,state license requirement,handgun,NA,NA,NA,NA,PA1011
Pennsylvania,PA,42,2024,1,dealer license,state license requirement,handgun,NA,NA,NA,NA,PA1012
Pennsylvania,PA,42,2024,1,dealer license,state license requirement,long gun,NA,NA,NA,NA,PA1013
Pennsylvania,PA,42,2024,1,minimum age,youth possession,long gun,18,NA,NA,NA,PA1015
Pennsylvania,PA,42,2024,0,minimum age,purchase and sale,long gun,16,NA,NA,NA,PA1017
Pennsylvania,PA,42,2024,1,minimum age,purchase and sale,long gun,18,NA,NA,NA,PA1018
Pennsylvania,PA,42,2024,1,open carry,limited,handgun,NA,NA,NA,NA,PA1020
Pennsylvania,PA,42,2024,0,waiting period,general,handgun,NA,2,See Pa. H.B 110 (1995) for older law.,NA,PA1023
Pennsylvania,PA,42,2024,1,background checks,private sales : point of sale,handgun and long gun,NA,NA,"Vernick and Hepburn (2003) say handguns, but the law has always referred to firearms in general. The Pennsylvania Instant Background check did not come online until 1998, which is why we use a later implementation date than the effective date as written in the law.",NA,PA1025
Pennsylvania,PA,42,2024,1,minimum age,youth possession,handgun,18,NA,NA,NA,PA1030
Pennsylvania,PA,42,2024,0,minimum age,purchase and sale,handgun,16,NA,NA,NA,PA1031
Pennsylvania,PA,42,2024,1,minimum age,purchase and sale,handgun,18,NA,NA,NA,PA1032
Pennsylvania,PA,42,2024,1,waiting period,general,handgun,NA,NA,"Although the provision is still in effect, Pennsylvania abandoned its waiting period in 1998 when instant checks became available, via NICS. (Luca, Malhotra, and Poliquin 2017)",NA,PA1033
Pennsylvania,PA,42,2024,1,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,NA,NA,"Upon application to the court of common pleas under this subsection by an applicant subject to the prohibitions under subsection (c)(4), the court may grant such relief as it deems appropriate if the court determines that the applicant may possess a firearm without risk to the applicant or any other person.",NA,PA1034
Pennsylvania,PA,42,2024,1,prohibited possessor,mental health : committed to mh facility,handgun and long gun,NA,NA,"Upon application to the court of common pleas under this subsection by an applicant subject to the prohibitions under subsection (c)(4), the court may grant such relief as it deems appropriate if the court determines that the applicant may possess a firearm without risk to the applicant or any other person.",NA,PA1035
Pennsylvania,PA,42,2024,1,prohibited possessor,dvro ex parte : expanded,handgun and long gun,NA,NA,"This law allows for the judge's discretion about whether to bar the defendant from owning, possessing, or purchasing firearms. This law includes a firearm surrender requirement.",NA,PA1036
Pennsylvania,PA,42,2024,1,prohibited possessor,dvro : expanded,handgun and long gun,NA,NA,This law includes a firearm surrender requirement.,NA,PA1037
Pennsylvania,PA,42,2024,1,open carry,limited,long gun,NA,NA,NA,NA,PA1040
Pennsylvania,PA,42,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,PA1045
Pennsylvania,PA,42,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,PA1046
Pennsylvania,PA,42,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,PA1050
Pennsylvania,PA,42,2024,1,firearm removal at scene of domestic violence,required,handgun and long gun,NA,NA,NA,NA,PA1051
Pennsylvania,PA,42,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,"1988 amendment added ""transfer""",NA,PA1053
Pennsylvania,PA,42,2024,0,required reporting of lost or stolen firearms,tracing firearms used in crimes,handgun and long gun,NA,NA,"The law does not specify if it pertains to handguns, long guns or both.",NA,PA1056
Pennsylvania,PA,42,2024,1,required reporting of lost or stolen firearms,tracing firearms used in crimes,handgun and long gun,NA,NA,"The law does not specify if it pertains to handguns, long guns or both.",NA,PA1057
Pennsylvania,PA,42,2024,1,gun trafficking,straw purchase - buyer and seller liability,handgun and long gun,NA,NA,NA,NA,PA1058
Pennsylvania,PA,42,2024,1,background checks,extra time,handgun,NA,NA,NA,NA,PA1060
Pennsylvania,PA,42,2024,1,background checks,extra time,long gun,NA,NA,NA,NA,PA1061
Pennsylvania,PA,42,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,PA1062
Pennsylvania,PA,42,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,PA1064
Pennsylvania,PA,42,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,PA1065
Pennsylvania,PA,42,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,PA1066
Pennsylvania,PA,42,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,PA1067
Pennsylvania,PA,42,2024,1,prohibited possessor,not RAND violent misdemeanor,handgun and long gun,NA,NA,"Despite the law restricting access to firearms to those convicted of a misdemeanor, it does not explicitly call out ""simple assault"" and does not meet RAND's definition for this subclass.",NA,PA1068
Rhode Island,RI,44,2024,1,background checks,private sales : point of sale,handgun,NA,NA,NA,NA,RI1001
Rhode Island,RI,44,2024,1,background checks,private sales : point of sale,long gun,NA,NA,"(July 17, 2007, P.L.139, No.41, eff. 60 days; Oct. 17, 2008, P.L.1628, No.131, eff. 60 days)",NA,RI1003
Rhode Island,RI,44,2024,1,background checks,sales from dealer,handgun,NA,NA,"(July 17, 2007, P.L.139, No.41, eff. 60 days; Oct. 17, 2008, P.L.1628, No.131, eff. 60 days)",NA,RI1004
Rhode Island,RI,44,2024,1,background checks,sales from dealer,long gun,NA,NA,NA,NA,RI1005
Rhode Island,RI,44,2024,1,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,"On June 23, 2022, the Supreme Court ruled in New York State Rifle & Pistol Association v. Bruen that while Connecticut, Delaware, and Rhode Island have laws with discretionary criteria, because they “appear to operate like ‘shall issue’ jurisdictions” and are therefore not unconstitutional.  “Finally, Rhode Island has a suitability requirement, … but the Rhode Island Supreme Court has flatly denied that the ‘[d]emonstration of a proper showing of need’ is a component of that requirement.”  As such, this “law change” does not entail any real changes in rules or operations of the permitting system, but is recorded here to reflect that the Supreme Court concluded that any discretionary elements of the states law that might be considered a feature of a “may issue” state, are not unconstitutional.",NA,RI1007
Rhode Island,RI,44,2024,1,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,RI1008
Rhode Island,RI,44,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,RI1009
Rhode Island,RI,44,2024,1,child access laws,negligent storage,handgun and long gun,NA,NA,"In 2024, this law was amended to create first and second degree violations, raise the age (to under 18), and increase penalties.",NA,RI1011
Rhode Island,RI,44,2024,1,dealer license,state license requirement,long gun,NA,NA,Citation from RI 1959 law.,NA,RI1012
Rhode Island,RI,44,2024,0,minimum age,youth possession,long gun,15,NA,NA,NA,RI1014
Rhode Island,RI,44,2024,1,minimum age,youth possession,long gun,18,NA,NA,NA,RI1015
Rhode Island,RI,44,2024,1,minimum age,purchase and sale,long gun,18,NA,NA,NA,RI1016
Rhode Island,RI,44,2024,1,open carry,license required,handgun,NA,NA,See P.L. 1959 ch. 75 § 11-47-8.,NA,RI1018
Rhode Island,RI,44,2024,0,waiting period,general,handgun,NA,7,NA,NA,RI1021
Rhode Island,RI,44,2024,0,waiting period,general,handgun,NA,3,NA,NA,RI1022
Rhode Island,RI,44,2024,1,waiting period,general,handgun,NA,7,NA,NA,RI1023
Rhode Island,RI,44,2024,1,waiting period,general,long gun,NA,7,NA,NA,RI1024
Rhode Island,RI,44,2024,1,dealer license,state license requirement,handgun,NA,NA,Citation from RI 1959 law.,NA,RI1027
Rhode Island,RI,44,2024,1,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,NA,NA,"Includes appointment of  guardian. ""Any person affected by the provisions of this section, other than a person who has been pronounced criminally insane by competent medical authority, after the lapse of a period of five (5) years from the date of being pronounced cured by competent medical authority, may, upon presentation of an affidavit issued by competent medical authority to the effect that he or she is a mentally stable person and a proper person to possess firearms, make application for the purchase of the firearm(s).""",NA,RI1029
Rhode Island,RI,44,2024,1,prohibited possessor,mental health : committed to mh facility,handgun and long gun,NA,NA,"Includes appointment of  guardian. ""Any person affected by the provisions of this section, other than a person who has been pronounced criminally insane by competent medical authority, after the lapse of a period of five (5) years from the date of being pronounced cured by competent medical authority, may, upon presentation of an affidavit issued by competent medical authority to the effect that he or she is a mentally stable person and a proper person to possess firearms, make application for the purchase of the firearm(s).""",NA,RI1030
Rhode Island,RI,44,2024,0,minimum age,youth possession,handgun,15,NA,NA,NA,RI1031
Rhode Island,RI,44,2024,1,minimum age,youth possession,handgun,18,NA,NA,NA,RI1032
Rhode Island,RI,44,2024,1,minimum age,purchase and sale,handgun,21,NA,NA,NA,RI1033
Rhode Island,RI,44,2024,1,background checks,permit to purchase,handgun,NA,NA,NA,NA,RI1034
Rhode Island,RI,44,2024,1,prohibited possessor,dvro : expanded,handgun and long gun,NA,NA,"This law allows for the judge's discretion about whether to bar the defendant from owning, possessing, or purchasing firearms. This law includes a discretionary firearm surrender requirement. A new law effective in 2017 removes this stipulation and requires firearm surrender with R.I. Gen. Laws §§ 11-47-5(b).",NA,RI1036
Rhode Island,RI,44,2024,1,prohibited possessor,erpo,handgun and long gun,NA,NA,NA,NA,RI1037
Rhode Island,RI,44,2024,1,prohibited possessor,erpo : ex parte,handgun and long gun,NA,NA,NA,NA,RI1038
Rhode Island,RI,44,2024,1,safety training required,to purchase,handgun,NA,NA,NA,NA,RI1040
Rhode Island,RI,44,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,RI1045
Rhode Island,RI,44,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,RI1046
Rhode Island,RI,44,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,"Exception Gen.Laws 1956, § 11-47-50(a): Every person, not being at the time under military duty, who shall discharge any firearm, “BB gun”, or other contrivance arranged to discharge shot, bullets, arrows, darts, or other missiles within the compact part of any city or town, or who shall discharge a firearm or other contrivance elsewhere, except upon land owned or occupied by him or her or by permission of the owner or occupant of the land on or into which he or she may shoot, shall be guilty of a misdemeanor, and shall be subject to a fine not exceeding five hundred dollars ($500), or one year in prison, or both; provided, that any city or town may by ordinance permit the discharge on non-posted land.",NA,RI1054
Rhode Island,RI,44,2024,1,required reporting of lost or stolen firearms,lost and stolen firearms,handgun and long gun,NA,NA,NA,NA,RI1057
Rhode Island,RI,44,2024,1,untraceable firearms,prohibited,handgun and long gun,NA,NA,Serial Number Requirement,NA,RI1061
Rhode Island,RI,44,2024,1,untraceable firearms,prohibited,handgun and long gun,NA,NA,Ghost Gun Ban,NA,RI1062
Rhode Island,RI,44,2024,1,firearm removal at scene of domestic violence,authorized,handgun and long gun,NA,NA,NA,NA,RI1063
Rhode Island,RI,44,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,RI1064
Rhode Island,RI,44,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,RI1066
Rhode Island,RI,44,2024,1,firearm sales restrictions,ban on high capacity magazines,handgun and long gun,NA,NA,NA,NA,RI1067
Rhode Island,RI,44,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,RI1068
Rhode Island,RI,44,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,RI1069
Rhode Island,RI,44,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,RI1070
Rhode Island,RI,44,2024,1,permit to purchase,required,handgun,NA,NA,NA,NA,RI1071
Rhode Island,RI,44,2024,1,gun trafficking,straw purchase - buyer liability,handgun and long gun,NA,NA,NA,NA,RI1072
Rhode Island,RI,44,2024,0.5519125683060109,child access laws,"intentional, reckless, or knowing provision",handgun and long gun,NA,NA,NA,NA,RI1073
South Carolina,SC,45,2024,0,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,NA,NA,SC1003
South Carolina,SC,45,2024,0,carrying a concealed weapon (ccw),prohibited,handgun,NA,NA,NA,NA,SC1004
South Carolina,SC,45,2024,0.1830601092896175,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,SC1005
South Carolina,SC,45,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,"See Catalfamo (2007), p. 509.",NA,SC1006
South Carolina,SC,45,2024,1,castle doctrine,stand your ground,handgun and long gun,NA,NA,NA,NA,SC1007
South Carolina,SC,45,2024,0,dealer license,state license requirement,handgun,NA,NA,NA,NA,SC1010
South Carolina,SC,45,2024,1,dealer license,state license requirement,handgun,NA,NA,NA,NA,SC1011
South Carolina,SC,45,2024,1,firearm sales restrictions,saturday night special ban,handgun,NA,NA,NA,NA,SC1013
South Carolina,SC,45,2024,0,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun,NA,NA,NA,NA,SC1016
South Carolina,SC,45,2024,1,prohibited possessor,mental health : committed to mh facility,handgun and long gun,NA,NA,NA,NA,SC1017
South Carolina,SC,45,2024,1,prohibited possessor,dvro,handgun and long gun,NA,NA,"This law allows for the judge's discretion about whether to bar the defendant from owning, possessing, or purchasing firearms.",NA,SC1018
South Carolina,SC,45,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,SC1023
South Carolina,SC,45,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,SC1024
South Carolina,SC,45,2024,0,firearm sales restrictions,saturday night special ban,handgun,NA,NA,NA,NA,SC1025
South Carolina,SC,45,2024,0,minimum age,youth possession,handgun,21,NA,NA,NA,SC1028
South Carolina,SC,45,2024,1,minimum age,youth possession,handgun,18,NA,NA,NA,SC1029
South Carolina,SC,45,2024,0,minimum age,purchase and sale,handgun,21,NA,NA,NA,SC1031
South Carolina,SC,45,2024,1,minimum age,purchase and sale,handgun,18,NA,NA,NA,SC1032
South Carolina,SC,45,2024,1,firearms in college/university,public and private : CCW not allowed,handgun,NA,NA,Exception for locked vehicles.,NA,SC1035
South Carolina,SC,45,2024,1,firearms in college/university,public and private : possession prohibited,handgun,NA,NA,NA,NA,SC1036
South Carolina,SC,45,2024,1,firearms in college/university,public and private : possession prohibited,long gun,NA,NA,NA,NA,SC1037
